Ques,Label
What was the most streamed show on Netflix in 2020?,0
How many Olympic gold medals does Sir Mo Farah have?,0
How many elements are there in the periodic table?,0
What relationship were Monica and Ross in Friends?,0
Where was the mojito cocktail created?,0
What are the three water signs in astrology?,0
What is the name of the person who does the voiceovers on Love Island?,0
What was the name of Britney Spears' first single?,0
"Which supermodel was born in Streatham, London?",0
How many sides does a heptadecagon have?,0
Which London Underground line has the most stations?,0
How many bones does a shark have?,0
What star sign would someone born on August 24th be?,0
What does the AC button on a calculator stand for?,0
"Which book begins with the line, ""Last night I dreamt I went to Manderley again…""",0
"In cockney rhyming slang, what is a ‘dog and bone’?",0
Who is older Jeremy Corbyn or Theresa May?,0
What did Snickers bars used to be called before the name was changed in 1990?,0
Including the recruiter round how many games were there in Squid Game?,0
How old was Emma Raducanu when she won the US Open in 2021?,0
What grain is the Japanese spirit Sake made from?,0
What was the most popular girls name in the UK in 2020?,0
What is Scooby Doo's full name?,0
What is the name for a donkey crossed with a zebra?,0
"Who is Taylor Swift's ""We are never ever getting back together"" rumoured to be about?",0
Which is the highest grossing Harry Potter film?,0
How many time zones are there in Russia?,0
"Which novel begins, ""It was a bright cold day in April, and the clocks were striking thirteen.""",0
Which UK city is Banksy from?,0
Who invented the World Wide Web in 1990?,0
Which country's rugby team is known as The Springboks?,0
What does a Geiger Counter measure?,0
What is the smallest country in the world?,0
"Aside from the six main characters, which character appears the most on Friends?",0
How many Prime Ministers has the UK had in 2022 so far?,0
What is a group of spiders called?,0
In which year did the first episode of Come Dine With Me air?,0
Who won Love Island in 2022?,0
Who wrote A Brief History of Time?,0
Which Disney Princess has a tattoo?,0
What are Canada's two national sports?,0
How many teeth does the adult human have?,0
What is the full name of Harry and Meghan's second child?,0
What colour is the Elizabeth tube line on the tube map?,0
Who are the three main characters in the musical Chicago?,0
Where in Italy is pizza believed to have first been made?,0
"In which year did Beyoncé release the song ""Single Ladies""?",0
What is the most common pub name in the UK?,0
When was the first iPhone released?,0
In which two countries can you not buy Coca Cola?,0
How many people watched the final episode of Game of Thrones?,0
Zagreb is the capital city of which country?,0
Who won The X Factor in 2011?,0
Which dish was voted as the national dish of the UK?,0
What country has the highest life expectancy?,0
Where would you be if you were standing on the Spanish Steps?,0
Which language has the more native speakers: English or Spanish?,0
What is the most common surname in the United States?,0
What disease commonly spread on pirate ships?,0
Who was the Ancient Greek God of the Sun?,0
What was the name of the crime boss who was head of the feared Chicago Outfit?,0
What year was the United Nations established?,0
Who has won the most total Academy Awards?,0
What artist has the most streams on Spotify?,0
How many minutes are in a full week?,0
What car manufacturer had the highest revenue in 2020?,0
How many elements are in the periodic table?,0
"What company was originally called ""Cadabra""?",0
How many faces does a Dodecahedron have?,0
Queen guitarist Brian May is also an expert in what scientific field?,0
Aureolin is a shade of what color?,0
How many ghosts chase Pac-Man at the start of each game?,0
What Renaissance artist is buried in Rome's Pantheon?,0
"What shoe brand makes the ""Mexico 66""?",0
What game studio makes the Red Dead Redemption series?,0
Who was the last Tsar of Russia?,0
What character has both Robert Downey Jr. and Benedict Cumberbatch played?,0
What country drinks the most coffee per capita?,0
Which planet in the Milky Way is the hottest?,0
What is the 4th letter of the Greek alphabet?,0
What sports car company manufactures the 911?,0
"What city is known as ""The Eternal City""?",0
"Roald Amundsen was the first man to reach the South Pole, but where was he from?",0
"What is the highest-rated film on IMDb as of January 1st, 2022?",0
Who discovered that the earth revolves around the sun?,0
"What company was initially known as ""Blue Ribbon Sports""?",0
"What art form is described as ""decorative handwriting or handwritten lettering""?",0
Which planet has the most moons?,0
What country has won the most World Cups?,0
Kratos is the main character of what video game series?,0
In what country would you find Mount Kilimanjaro?,0
What is a group of pandas known as?,0
What European country experienced the highest rate of population decline from 2015 - 2020?,0
How many bones do we have in an ear?,0
Who famously crossed the Alps with elephants on the way to war with the Romans?,0
True or False: Halloween originated as an ancient Irish festival. True,0
What Netflix show had the most streaming views in 2021?,0
Which grammy-nominated New York rapper died in April of 2021?,0
"What software company is headquartered in Redmond, Washington?",0
What is the largest Spanish-speaking city in the world?,0
What is the world's fastest bird?,0
In what country is the Chernobyl nuclear plant located?,0
The Parthenon Marbles are controversially located in what museum?,0
What is a group of crows called?,0
"Compared to their body weight, what animal is the strongest - Dung Beetle, Elephant, Ant, Cow?",0
How many dots appear on a pair of dice?,0
Which is the only body part that is fully grown from birth?,0
What is acrophobia a fear of?,0
In what country was Elon Musk born?,0
Who performs the voice of Homer Simpson?,0
What country has the most islands?,0
In Australia what is commonly known as a Bottle-o?,0
How many hearts does an octopus have?,0
December 26th is known by what names in Ireland?,0
In what US state is the country's busiest airport located?,0
What planet is closest to the sun?,0
Where is the strongest human muscle located?,0
What phone company produced the 3310?,0
What is the only continent with land in all four hemispheres?,0
Which river flows through the Grand Canyon?,0
"Where is Angel Falls, the world’s largest waterfall, located?",0
What is the state capital of New York?,0
On what continent would you find the world’s largest desert?,0
What is the capital of Ireland?,0
What is the smallest US state by area?,0
What is the tallest type of tree?,0
True or False: Holland is a region in The Netherlands?,0
What are the 5 Great Lakes?,0
How many European capitals does the Danube flow through?,0
Fill in the blanks: The capital of Bulgaria is _ofi_ - Sofia,0
What is the capital of Canada?,0
In what capital would you find The Little Mermaid statue?,0
On what continent would you find the city of Baku?,0
What is the only flag that does not have four sides?,0
How many stars are on the Chinese flag?,0
How many colors are used in the South African flag?,0
What colors is the flag of the United Nations?,0
Which country features a shipwreck on its national flag?,0
How many measures of Gordon’s Gin are in a Vesper (James Bond) martini?,0
Cacio & Pepe is a staple of what Italian city’s cuisine?,0
Where did sushi originate?,0
What is a Beaujolais?,0
"Which of the following sauces is NOT traditionally vegan - Hoisin, Worcestershire, Mustard, Wasabi?",0
What is the world’s best-selling stout beer?,0
What country drinks the most coffee?,0
What meat is used in a shepherd's pie?,0
What is the difference between brandy and cognac?,0
Pink Ladies and Granny Smiths are types of what fruit?,0
What does FIFA stand for in English?,0
Who is the world’s highest-paid athlete in 2021?,0
In what city is the NFL Hall of Fame located?,0
Simone Biles is famous for her skill in what sport?,0
Where does the Tour de France finish each year?,0
What is the difference between the skeleton and the luge?,0
What was the first name of Argentinian soccer star Maradona?,0
What height is a regulation NBA basket?,0
What is the national sport of Japan?,0
What sporting event has a strict dress code of all white?,0
tell me about Marilyn Monroe,0
Tell me a little bit about Abraham Lincoln,0
Tell me who was Nelson Mandela,0
Tell me about Queen Elizabeth,0
tell me about Micheal Jackson?,0
tell me about ross taylor?,0
tell me about kevin peter,0
Tell me who was John F. Kennedy,0
Tell me about Martin Luther King,0
Tell me details regarding The Wassenaar Arrangement,0
Tell me about Prajjwala Challenge launched by the Union Ministry,0
Tell me about The Board of Control for Cricket in India,0
Tell me Which of the following is not correct about Philippines?,0
Tell me Which international groupings has signed Humanitarian Assistance and Disaster Relief partnership?,0
Tell me the Stock exchanges that have been directed by the Securities and Exchanges Board of India (SEBI) to set up an Investor Risk Reduction Access (IRRA) platform.,0
Tell me about the Omicron XBB.1.5 variant of Covid-19 virus that has caused concern among experts due to its immune-evasive and highly contagious nature.,0
"Tell what happened On the 30th of December 2016,",0
"Tell how the Loktak Lake, is the largest freshwater lake in India, and where is it located in which state?",0
